y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,Reynolds_number ,Mach_number,alpha,cd,cl,cm,simulation time 
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.55,6,0.018994285,1.578416476,-0.073049608,15.8547976
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.55,1,0.009314387,0.939595449,-0.003713076,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.55,3,0.011116551,1.198663792,-0.026105295,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.55,5,0.015581301,1.457732134,-0.05570827,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,0,0.009910677,0.895484811,0.004955338,14.1558249
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,2,0.011734904,1.211611989,-0.015278446,14.72529888
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,4,0.025816075,1.498721511,-0.03939617,20.29376674
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,6,0.059736511,1.556006596,-0.051618855,22.82736516
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,1,0.008437661,1.063588739,-0.006451197,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,3,0.016769477,1.290456227,-0.027838002,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.65,5,0.041149396,1.517323714,-0.045219257,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,0,0.030603185,0.928012563,0.015301593,17.83310008
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,2,0.050790646,1.065093935,0.006794232,21.58784747
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,4,0.077167604,1.161487189,-0.002020812,17.28409052
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,6,0.108906663,1.226409681,-0.009942329,20.79542232
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,1,0.040016311,0.996092381,0.010951237,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,3,0.06325715,1.095250842,0.002350095,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.75,5,0.092273789,1.194409303,-0.005958125,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,0,0.077354601,0.641078013,0.038677301,26.13125682
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,2,0.129794648,1.029856567,0.046887053,16.670331
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,4,0.17401307,1.223784072,0.044111161,19.91892195
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,6,0.226687734,1.397252358,0.039696637,19.24479413
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,1,0.102726068,0.826747698,0.043103843,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,3,0.151889196,1.072992752,0.046288124,
0.005920822,0.021617958,0.040329262,0.058702964,0.071418869,0.07513818,0.070101189,0.057097185,0.037557496,0.014645543,1.37E-05,-0.007626264,-0.006520197,0.001459455,0.011469201,0.01956988,0.02313381,0.021175154,0.014452872,0.005162161,5100000,0.85,5,0.201169632,1.319237806,0.043160267,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,0,0.008875722,0.359647281,0.004437861,20.60080051
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,2,0.009443635,0.604778918,-0.005834299,18.29601026
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,4,0.010451275,0.846435207,-0.02430926,16.40262198
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,6,0.012031012,1.082162817,-0.050575856,16.51234722
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,1,0.009089821,0.482335766,0.000280875,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,3,0.009884216,0.723256056,-0.014072127,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.35,5,0.011184523,0.964176346,-0.036422347,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,0,0.00894068,0.37545035,0.00447034,15.65951037
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,2,0.009603686,0.633085122,-0.006248258,13.41451454
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,4,0.010757819,0.887450036,-0.025586886,14.52692509
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,6,0.012564135,1.136013845,-0.053125237,21.40422964
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,1,0.009192673,0.504394298,0.00014126,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,3,0.010109295,0.757999838,-0.014866338,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.45,5,0.011597573,1.011605378,-0.038283812,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,0,0.009102414,0.40186422,0.004551207,15.37597895
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,2,0.00993728,0.680414969,-0.006907457,13.75153303
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,4,0.011390977,0.957287017,-0.027706869,16.02544808
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,6,0.014015631,1.228802068,-0.05725297,18.00514889
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,1,0.009380379,0.541323509,-7.74E-05,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,3,0.010552267,0.817092068,-0.016176698,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.55,5,0.012619049,1.092860628,-0.041319752,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,0,0.009487701,0.450028668,0.004743851,15.45828509
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,2,0.010940863,0.77079895,-0.007983149,15.08579516
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,4,0.023343344,1.034690143,-0.024444927,21.0094049
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,6,0.0496413,1.080870959,-0.03180621,25.33586001
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,1,0.008514175,0.618455374,-0.00259677,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,3,0.015589304,0.83409718,-0.016549395,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.65,5,0.03508683,1.049738987,-0.027819162,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,0,0.023137407,0.476084322,0.011568703,20.39674616
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,2,0.042900625,0.59541892,0.011047335,22.57731676
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,4,0.065368716,0.672656182,0.009143679,18.90874195
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,6,0.091848026,0.745702278,0.00669888,23.53830385
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,1,0.032533943,0.533856312,0.011386176,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,3,0.053714915,0.622465425,0.010215721,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.75,5,0.078253933,0.711074539,0.008083551,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,0,0.067218807,-0.202630109,0.033609404,25.98258376
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,2,0.072912218,0.225344129,0.032501703,19.36614799
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,4,0.106661392,0.528524275,0.03476679,19.70175695
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,6,0.152947659,0.766615906,0.035988306,18.21884775
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,1,0.068304393,0.008371731,0.033130795,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,3,0.087249752,0.32946355,0.03348867,
0.004167828,0.016949218,0.03505947,0.056943153,0.076043465,0.085057485,0.083273217,0.069965496,0.046184953,0.016977391,-1.32E-05,-0.015499796,-0.031623335,-0.039761807,-0.040003129,-0.03352335,-0.021039212,-0.008736848,-0.001496907,0.000542029,5100000,0.85,5,0.126491538,0.65055537,0.035011154,
0.003644343,0.013882848,0.030237609,0.050362646,0.068813148,0.07909478,0.076434833,0.062108466,0.040531869,0.016285181,1.22E-05,-0.015617661,-0.029697654,-0.038652406,-0.040714678,-0.032806122,-0.018337111,-0.004059162,0.00323356,0.00202989,5100000,0.35,0,0.008560441,0.356698227,0.004280221,18.49286222
0.003644343,0.013882848,0.030237609,0.050362646,0.068813148,0.07909478,0.076434833,0.062108466,0.040531869,0.016285181,1.22E-05,-0.015617661,-0.029697654,-0.038652406,-0.040714678,-0.032806122,-0.018337111,-0.004059162,0.00323356,0.00202989,5100000,0.35,2,0.00911349,0.604095366,-0.005987343,20.83850574
